Year,State,State.abb,Age,Gender,New_heart_disease_crude_value,New_teeth_removal_value,New_dental_visit_value,New_grocery_stores_value,New_supercenter_value,New_convenience_stores_value,New_fastfood_restaurant_value,New_fullservice_restaurant_value,New_foodinsecurity_value,New_farmersmarket_value
1999,Tennessee,TN,65-74,Female,789.6,46,72,1103.87,33.29,3752.41,4687.97,3062.96,8.41,92.5
1999,Tennessee,TN,45-54,Male,225.7,46,72,1071.07,32.48,3662.83,4519.44,2991.2,8.55,91.43
1999,Tennessee,TN,75-84,Female,2433.4,46,72,1086.71,32.87,3705.56,4599.84,3025.44,8.48,91.81
1999,Tennessee,TN,45-54,Female,92.6,46,72,1097.56,33.14,3735.18,4655.58,3049.16,8.50,92.15
1999,Tennessee,TN,35-44,Female,35.8,46,72,1094.01,33.05,3725.48,4637.32,3041.39,8.50,92.07
1999,Tennessee,TN,65-74,Male,1349,46,72,1090.57,32.96,3716.1,4619.63,3033.88,8.50,91.96
1999,Tennessee,TN,85+,Female,8610.6,46,72,1091.3,32.98,3718.12,4623.41,3035.49,8.50,91.98
1999,Tennessee,TN,85+,Male,9174.4,46,72,1092.35,33.01,3720.91,4628.83,3037.73,8.50,92.01
1999,Tennessee,TN,35-44,Male,79.8,46,72,1092.22,33.01,3720.5,4628.18,3037.4,8.50,92
1999,Texas,TX,85+,Male,8536.7,50.7,62.5,1091.93,33,3719.96,4626.56,3036.96,8.50,92
1999,Texas,TX,85+,Female,8195.1,50.7,62.5,1091.96,33,3720.3,4626.62,3037.23,8.50,92.01
1999,Texas,TX,75-84,Female,2218.5,50.7,62.5,1091.99,33,3719.55,4627.1,3036.66,8.52,91.99
1999,Texas,TX,35-44,Male,52.4,50.7,62.5,1091.92,33,3718.18,4627.15,3035.59,8.44,91.95
1999,Texas,TX,55-64,Male,470.5,50.7,62.5,1092.06,33,3721.13,4626.96,3037.88,8.70,92.02
1999,Texas,TX,45-54,Female,76.4,50.7,62.5,1092.38,32.99,3726.91,4626.84,3042.36,9.15,92.18
1999,Texas,TX,45-54,Male,168,50.7,62.5,1091.9,33,3718.21,4627.04,3035.61,9.10,92
1999,Texas,TX,75-84,Male,3049.3,50.7,62.5,1090.62,33.02,3695.13,4627.46,3017.69,9.09,91.38
1999,Texas,TX,65-74,Female,695.4,50.7,62.5,1091.92,33,3718.62,4627.03,3035.93,9.10,91.81
1999,Texas,TX,65-74,Male,1194.9,50.7,62.5,1096.84,32.92,3807.25,4625.4,3104.76,9.10,94.14
1999,Texas,TX,55-64,Female,224.3,50.7,62.5,1093.69,32.97,3750.55,4626.44,3060.73,9.10,93.26
1999,Texas,TX,35-44,Female,22.7,50.7,62.5,1075.42,33.26,3421.09,4632.47,2804.86,9.10,84.83
1999,Utah,UT,35-44,Female,14.2,57.5,73.9,1081.37,33.17,3528.3,4630.51,2888.12,9.10,85.6
1999,Utah,UT,45-54,Male,105.4,57.5,73.9,1156.59,31.97,4884.4,4605.7,3941.31,9.10,118.42
1999,Utah,UT,35-44,Male,31.1,57.5,73.9,1256.45,30.38,6684.47,4572.77,5339.29,9.11,166.33
1999,Utah,UT,85+,Male,7386.9,57.5,73.9,1299.81,29.68,7466.09,4558.47,5946.33,9.08,189.98
1999,Utah,UT,65-74,Female,489.7,57.5,73.9,1288.27,29.87,7258.1,4562.27,5784.79,9.11,185.77
1999,Utah,UT,65-74,Male,777.2,57.5,73.9,1274.97,30.08,7018.4,4566.66,5598.64,9.16,178.8
1999,Utah,UT,55-64,Female,121.6,57.5,73.9,1277.2,30.04,7058.59,4565.92,5629.85,8.70,179.45
1999,Utah,UT,55-64,Male,246.8,57.5,73.9,1281.22,29.98,7131.03,4564.59,5686.11,10.98,181.51
1999,Utah,UT,75-84,Male,2382.3,57.5,73.9,1280.9,29.99,7125.23,4564.7,5681.6,13.30,181.48
1999,Utah,UT,85+,Female,6638.7,57.5,73.9,1279.72,30,7103.96,4565.1,5665.09,12.84,180.89
1999,Utah,UT,75-84,Female,1790.7,57.5,73.9,1279.73,30.01,7103.98,4565.11,5665.1,12.89,180.85
1999,Utah,UT,45-54,Female,31.4,57.5,73.9,1280.05,30,7110.04,4564.96,5669.8,12.92,181.02
1999,Vermont,VT,65-74,Male,994.2,54.6,74,1280.04,29.99,7110.47,4564.9,5670.13,12.89,181.04
1999,Vermont,VT,35-44,Male,41.8,54.6,74,1280.01,30,7108.84,4565.04,5668.88,12.90,181
1999,Vermont,VT,75-84,Male,2754.8,54.6,74,1280.13,30.02,7108.74,4565.28,5668.82,12.90,180.99
1999,Vermont,VT,45-54,Female,2684.97,54.6,74,1279.98,30,7108.99,4564.97,5668.99,12.90,181
1999,Vermont,VT,45-54,Male,148.3,54.6,74,1279.47,29.93,7108.49,4564.05,5668.5,12.90,181.01
1999,Vermont,VT,65-74,Female,504.9,54.6,74,1279.9,29.99,7108.88,4564.81,5668.89,12.90,181
1999,Vermont,VT,85+,Male,7203.9,54.6,74,1281.87,30.24,7111.17,4568.29,5671.06,12.90,180.97
1999,Vermont,VT,75-84,Female,1741.9,54.6,74,1280.91,30.12,7110.07,4566.6,5670.01,12.91,180.98
1999,Vermont,VT,85+,Female,7303.4,54.6,74,1273.67,29.2,7101.53,4553.86,5661.95,12.90,181.1
1999,Vermont,VT,55-64,Male,311.9,54.6,74,1275.05,29.37,7103.15,4556.29,5663.49,12.84,181.1
1999,Vermont,VT,55-64,Female,115.1,54.6,74,1300.86,32.64,7133.65,4601.71,5692.24,13.43,180.69
1999,Virginia,VA,45-54,Male,157.4,55.2,73.8,1303.01,32.92,7136.2,4605.51,5694.64,13.78,180.55
1999,Virginia,VA,45-54,Female,60.9,55.2,73.8,1213.45,21.57,7030.34,4447.87,5594.84,13.68,181.96
1999,Virginia,VA,35-44,Male,54.2,55.2,73.8,1181.57,17.53,6992.67,4391.77,5559.33,13.70,182.82
1999,Virginia,VA,75-84,Male,3096,55.2,73.8,1499.1,57.75,7367.95,4950.61,5913.13,13.70,178.03
1999,Virginia,VA,65-74,Male,1178.7,55.2,73.8,2068.21,129.84,8040.59,5952.25,6547.29,13.70,168.34
1999,Virginia,VA,35-44,Female,26.6,55.2,73.8,2419.15,174.29,8455.36,6569.9,6938.33,13.70,161.7
1999,Virginia,VA,55-64,Female,206.4,55.2,73.8,2405.33,172.54,8439.03,6545.58,6922.94,13.70,161.55
1999,Virginia,VA,85+,Female,7400.3,55.2,73.8,2310.37,160.51,8326.8,6378.46,6817.13,13.70,163.26
1999,Virginia,VA,85+,Male,8181.9,55.2,73.8,2306.98,160.08,8322.79,6372.48,6813.34,13.70,163.43
1999,Virginia,VA,75-84,Female,2134.8,55.2,73.8,2333.78,163.48,8354.47,6419.66,6843.21,13.69,162.96
1999,Virginia,VA,55-64,Male,434.6,55.2,73.8,2336.84,163.87,8358.1,6425.05,6846.63,13.74,162.87
1999,Virginia,VA,65-74,Female,680.7,55.2,73.8,2329.48,162.93,8349.38,6412.08,6838.42,13.59,163
1999,Washington,WA,55-64,Female,161.1,57.3,67.6,2328,162.75,8347.61,6409.48,6836.76,13.88,163.03
1999,Washington,WA,45-54,Female,45.5,57.3,67.6,2329.98,163,8349.97,6412.96,6838.98,13.79,163
1999,Washington,WA,55-64,Male,340.4,57.3,67.6,2330.61,163.08,8350.83,6414.1,6839.74,9.36,162.99
1999,Washington,WA,35-44,Male,33.4,57.3,67.6,2330.07,163.01,8350.12,6413.13,6839.1,7.94,163
1999,Washington,WA,45-54,Male,112.8,57.3,67.6,2329.67,162.97,8349.26,6412.35,6838.43,8.55,162.99
1999,Washington,WA,75-84,Female,1870.5,57.3,67.6,2329.86,162.99,8349.62,6412.71,6838.72,8.37,162.99
1999,Washington,WA,35-44,Female,17.4,57.3,67.6,2330.62,163.05,8351.92,6414.34,6840.38,8.40,163.03
1999,Washington,WA,65-74,Female,546,57.3,67.6,2330.55,163.05,8351.75,6414.19,6840.25,8.40,163.04
1999,Washington,WA,85+,Female,7484.1,57.3,67.6,2328.11,162.85,8343.91,6408.88,6834.64,8.40,162.91
1999,Washington,WA,85+,Male,8272.4,57.3,67.6,2327.61,162.8,8342.27,6407.78,6833.48,8.40,162.85
1999,Washington,WA,75-84,Male,2741.7,57.3,67.6,2335.88,163.48,8369.07,6425.86,6852.62,8.40,163.27
1999,Washington,WA,65-74,Male,1003.3,57.3,67.6,2339.91,163.81,8382.14,6434.67,6861.96,8.40,163.6
1999,West Virginia,WV,85+,Male,9738.7,31,57.8,2312.4,161.56,8292.89,6374.5,6798.21,8.40,162.22
1999,West Virginia,WV,55-64,Female,275.6,31,57.8,2290.62,159.78,8222.21,6326.85,6747.74,8.40,160.7
1999,West Virginia,WV,55-64,Male,531.4,31,57.8,2379.44,167.04,8510.44,6521.16,6953.58,8.41,164.99
1999,West Virginia,WV,35-44,Female,35.6,31,57.8,2481.27,175.36,8840.87,6743.9,7189.56,8.38,171.61
1999,West Virginia,WV,35-44,Male,76.1,31,57.8,2202.13,152.56,7935.07,6133.29,6542.67,8.43,158.73
1999,West Virginia,WV,45-54,Female,85,31,57.8,1468.16,92.61,5553.29,4527.72,4841.7,8.68,118.28
1999,West Virginia,WV,45-54,Male,208.2,31,57.8,866.61,43.48,3601.26,3211.83,3447.63,8.72,81.79
1999,West Virginia,WV,65-74,Female,832.3,31,57.8,789.06,37.14,3349.59,3042.19,3267.91,8.69,74.96
1999,West Virginia,WV,65-74,Male,1276.9,31,57.8,926.74,48.39,3796.37,3343.36,3586.98,8.70,82.65
1999,West Virginia,WV,85+,Female,9293.1,31,57.8,960.1,51.11,3904.63,3416.34,3664.29,8.70,85.26
1999,West Virginia,WV,75-84,Male,3632.3,31,57.8,923.97,48.16,3787.39,3337.31,3580.56,8.70,83.3
1999,West Virginia,WV,75-84,Female,2576.5,31,57.8,911.33,47.13,3746.39,3309.67,3551.29,8.70,82.38
1999,Wisconsin,WI,65-74,Male,1154.8,55.1,75.6,920.48,47.88,3776.06,3329.67,3572.47,8.70,82.86
1999,Wisconsin,WI,65-74,Female,586.1,55.1,75.6,924.91,48.24,3790.45,3339.37,3582.74,8.70,83.16
1999,Wisconsin,WI,35-44,Male,39.1,55.1,75.6,922.7,48.06,3783.26,3334.52,3577.61,8.70,83.06
1999,Wisconsin,WI,45-54,Female,54.7,55.1,75.6,921.23,47.94,3778.54,3331.34,3574.26,8.70,82.96
1999,Wisconsin,WI,85+,Male,8581.1,55.1,75.6,921.74,47.98,3780.19,3332.45,3575.44,8.69,82.98
1999,Wisconsin,WI,35-44,Female,16.7,55.1,75.6,922.17,48.02,3781.47,3333.32,3576.28,8.77,83.01
1999,Wisconsin,WI,55-64,Male,394.1,55.1,75.6,922.05,48.01,3781.04,3333.03,3575.95,8.46,83
1999,Wisconsin,WI,45-54,Male,139.6,55.1,75.6,922.04,48,3781.41,3333.26,3576.46,9.29,83.01
1999,Wisconsin,WI,55-64,Female,156.1,55.1,75.6,922.14,48,3782,3333.65,3577.03,11.40,83.02
1999,Wisconsin,WI,75-84,Female,1985.4,55.1,75.6,921.75,48,3779.37,3331.94,3574.36,11.36,82.98
1999,Wisconsin,WI,75-84,Male,3150.1,55.1,75.6,921.35,48.01,3776.73,3330.22,3571.72,11.25,82.92
1999,Wisconsin,WI,85+,Female,7648.4,55.1,75.6,922.69,47.99,3785.5,3335.93,3580.5,11.32,83.06
1999,Wyoming,WY,75-84,Male,3086.6,48.7,65.5,924.5,47.98,3797.29,3343.61,3592.31,11.29,83.31
1999,Wyoming,WY,65-74,Male,813.9,48.7,65.5,920.37,48.02,3770.4,3326.1,3565.39,11.30,82.9
1999,Wyoming,WY,85+,Female,7304.3,48.7,65.5,912.75,48.09,3720.86,3293.85,3515.8,11.30,81.89
1999,Wyoming,WY,45-54,Female,6624.67,48.7,65.5,924.78,47.97,3799.09,3344.78,3594.11,11.30,83
1999,Wyoming,WY,75-84,Female,1826.4,48.7,65.5,955.32,47.69,3997.59,3474,3792.79,11.30,86.89
1999,Wyoming,WY,55-64,Female,131,48.7,65.5,922.58,47.99,3784.75,3335.44,3579.75,11.29,84.16
1999,Wyoming,WY,35-44,Male,187.41,48.7,65.5,770.63,49.4,2797.09,2692.48,2591.15,11.31,66.54
1999,Wyoming,WY,65-74,Female,615.9,48.7,65.5,609.77,50.89,1751.5,2011.8,1544.58,11.30,45.95
1999,Wyoming,WY,45-54,Male,103.8,48.7,65.5,563.38,51.32,1449.98,1815.51,1242.77,11.22,38.69
1999,Wyoming,WY,55-64,Male,384.1,48.7,65.5,591.52,51.06,1632.87,1934.57,1425.83,11.67,41.78
1999,Wyoming,WY,85+,Male,8675.6,48.7,65.5,607.36,50.91,1735.82,2001.59,1528.88,9.99,44.14
2000,Alabama,AL,45-54,Female,108.9,31,57.8,600.7,50.98,1692.53,1973.41,1485.55,11.90,43.45
2000,Alabama,AL,35-44,Male,77,31,57.8,595.54,51.02,1658.99,1951.58,1451.98,11.90,42.71
2000,Alabama,AL,75-84,Female,2389.2,31.02,57.81,597.01,51.01,1668.56,1957.81,1461.56,11.90,42.85
2000,Alabama,AL,55-64,Male,580.1,30.9,57.73,598.63,50.99,1679.1,1964.67,1472.1,11.90,43.07
2000,Alabama,AL,45-54,Male,253.6,31.49,58.16,598.34,51,1677.22,1963.45,1470.22,11.90,43.05
2000,Alabama,AL,85+,Female,8055.7,28.86,56.22,597.84,51,1673.95,1961.31,1466.95,11.90,42.98
2000,Alabama,AL,75-84,Male,3361,49.74,71.64,597.87,51,1674.18,1961.46,1467.18,11.90,42.98
2000,Alabama,AL,65-74,Female,817.6,56.69,76.77,598.06,51,1675.38,1962.26,1468.37,11.90,43
2000,Alabama,AL,35-44,Female,38.2,54.61,75.24,598.11,51,1675.66,1962.46,1468.65,11.90,43.01
2000,Alabama,AL,55-64,Female,269.1,55.25,75.71,597.93,51,1674.58,1961.7,1467.59,11.90,43
2000,Alabama,AL,65-74,Male,1357,55.06,75.57,597.72,50.98,1673.3,1960.76,1466.35,11.90,42.98
2000,Alabama,AL,85+,Male,8580.8,55.11,75.61,598.13,51.01,1675.8,1962.58,1468.77,11.90,43
2000,Alaska,AK,65-74,Male,916.9,55.1,75.6,599,51.06,1680.99,1966.37,1473.81,11.10,43.08
2000,Alaska,AK,55-64,Female,177.5,55.1,75.61,597.85,50.99,1674.11,1961.35,1467.14,11.10,43.01
2000,Alaska,AK,65-74,Female,514.5,55.09,75.58,594.45,50.78,1653.73,1946.48,1447.38,11.10,42.72
2000,Alaska,AK,45-54,Female,47,55.13,75.65,597.44,50.96,1671.64,1959.55,1464.74,11.10,42.87
2000,Alaska,AK,55-64,Male,322.1,55,75.44,610.33,51.78,1749.01,2016,1539.75,11.10,43.96
2000,Alaska,AK,45-54,Male,129.3,55.4,76.07,603.54,51.35,1708.26,1986.27,1500.25,11.10,43.71
2000,Alaska,AK,85+,Female,5950.3,54.22,74.21,556.11,48.36,1423.63,1778.58,1224.3,11.10,39.82
2000,Alaska,AK,85+,Male,6976.7,48.3,64.87,566.84,49.04,1488.07,1825.6,1286.77,11.10,39.65
2000,Alaska,AK,75-84,Female,2328.3,48.77,65.61,757.47,61.05,2631.83,2660.18,2395.66,11.10,54.31
2000,Alaska,AK,75-84,Male,2593.7,48.69,65.49,1020.47,77.62,4209.82,3811.59,3925.54,11.10,77.02
2000,Alaska,AK,35-44,Male,36,48.7,65.5,1141.09,85.22,4933.52,4339.66,4627.17,11.10,89.08
2000,Alaska,AK,35-44,Female,104.85,48.7,65.5,1113.6,83.49,4768.57,4219.3,4467.25,11.10,87.49
2000,Arizona,AZ,55-64,Female,173.7,48.7,65.5,1077.21,81.19,4550.25,4059.99,4255.59,11.60,84.03
2000,Arizona,AZ,45-54,Male,155.3,48.7,65.5,1082.17,81.51,4580.01,4081.71,4284.44,11.60,84.21
2000,Arizona,AZ,65-74,Female,509,48.7,65.5,1093.06,82.19,4645.34,4129.38,4347.78,11.60,85.22
2000,Arizona,AZ,65-74,Male,961,48.7,65.5,1092.49,82.16,4641.93,4126.9,4344.48,11.60,85.24
2000,Arizona,AZ,35-44,Male,46.8,48.7,65.5,1089.32,81.96,4622.91,4113.01,4326.03,11.60,84.96
2000,Arizona,AZ,55-64,Male,378.8,48.7,65.5,1089.23,81.95,4622.38,4112.62,4325.53,11.60,84.93
2000,Arizona,AZ,45-54,Female,66.5,48.7,65.5,1090.14,82.01,4627.83,4116.61,4330.8,11.60,85.01
2000,Arizona,AZ,85+,Female,6426.8,48.7,65.5,1090.26,82.02,4628.51,4117.13,4331.46,11.60,85.02
2000,Arizona,AZ,85+,Male,7252,48.7,65.5,1089.97,82,4626.84,4115.87,4329.84,11.60,85
2000,Arizona,AZ,75-84,Female,1712.2,48.7,65.5,1089.81,81.99,4626.09,4115.23,4329.14,11.60,84.99
2000,Arizona,AZ,75-84,Male,2420.5,48.7,65.5,1090,82,4627,4116,4330,11.60,85
2000,Arizona,AZ,35-44,Female,19.5,48.7,65.5,1090.45,82.04,4628.92,4117.79,4331.79,11.60,85.02
2000,Arkansas,AR,75-84,Female,2410.8,48.7,65.5,1090.13,82.01,4627.55,4116.51,4330.51,12.80,85.01
2000,Arkansas,AR,65-74,Female,692.6,48.7,65.5,1088.52,81.88,4620.73,4110.1,4324.2,12.80,84.94
2000,Arkansas,AR,75-84,Male,3229.8,48.7,65.5,1089.13,81.93,4623.34,4112.55,4326.61,12.80,84.94
2000,Arkansas,AR,55-64,Female,270.3,48.7,65.5,1094.95,82.41,4647.93,4135.72,4349.38,12.80,85.21
2000,Arkansas,AR,65-74,Male,1264.7,48.7,65.5,1094.4,82.36,4645.58,4133.51,4347.2,12.80,85.25
2000,Arkansas,AR,35-44,Female,36.8,48.7,65.5,1073.86,80.68,4558.78,4051.72,4266.83,12.80,84.35
2000,Arkansas,AR,35-44,Male,75.1,48.7,65.5,1070.24,80.38,4543.5,4037.31,4252.68,12.80,83.93
2000,Arkansas,AR,85+,Male,8612.9,48.7,65.5,1140.85,86.17,4841.9,4318.51,4529,12.80,86.96
2000,Arkansas,AR,55-64,Male,562.4,48.7,65.5,1172.77,88.78,4976.81,4445.65,4653.93,12.80,89.26
2000,Arkansas,AR,45-54,Female,97.6,48.7,65.5,926.81,68.62,3937.35,3466.1,3691.37,12.80,79.23
2000,Arkansas,AR,45-54,Male,204.4,48.7,65.5,464.77,30.75,1984.78,1626.06,1883.26,12.80,57.33
2000,Arkansas,AR,85+,Female,8092.7,48.7,65.5,167.52,6.39,728.59,442.27,720,12.80,41.42
2000,California,CA,65-74,Male,1006,48.7,65.5,171.69,6.73,746.21,458.87,736.31,11.80,40.5
2000,California,CA,65-74,Female,583.6,48.7,65.5,250.54,13.19,1079.47,772.92,1044.92,11.80,44.46
2000,California,CA,35-44,Female,17.9,48.7,65.5,255.46,13.59,1100.23,792.49,1064.15,11.80,45.03
2000,California,CA,85+,Male,8518.3,48.7,65.5,233.4,11.79,1007.03,704.66,977.84,11.80,43.96
2000,California,CA,55-64,Female,178.4,48.7,65.5,230.27,11.53,993.78,692.18,965.57,11.80,43.7
2000,California,CA,35-44,Male,38.1,48.69,65.5,236.27,12.02,1019.13,716.06,989.04,11.80,43.99
2000,California,CA,75-84,Male,2807.1,48.69,65.5,237.65,12.14,1024.96,721.57,994.45,11.80,44.08
2000,California,CA,85+,Female,8121.1,48.69,65.5,236.07,12.01,1018.28,715.27,988.26,11.80,44.01
2000,California,CA,45-54,Male,134.7,48.69,65.5,235.53,11.96,1016.03,713.14,986.18,11.80,43.98
2000,California,CA,55-64,Male,394.4,48.69,65.5,235.94,11.99,1017.74,714.75,987.76,11.80,43.99
2000,California,CA,75-84,Female,1972.3,48.69,65.5,236.15,12.01,1018.58,715.57,988.54,11.80,44.01
2000,California,CA,45-54,Female,53.8,48.69,65.51,236.05,12,1018.16,715.16,988.14,11.80,44
2000,Colorado,CO,45-54,Female,47.1,48.69,65.51,235.89,11.99,1017.7,714.66,987.72,8.60,43.99
2000,Colorado,CO,35-44,Female,16.7,48.69,65.51,235.91,11.99,1017.79,714.74,987.81,8.60,43.99
2000,Colorado,CO,75-84,Male,2398,48.69,65.51,236.26,12.02,1018.53,715.71,988.49,8.60,44.02
2000,Colorado,CO,35-44,Male,30.9,48.69,65.51,236.36,12.02,1018.7,715.96,988.66,8.60,44.04
2000,Colorado,CO,85+,Female,6813.8,48.69,65.51,235.22,11.95,1016.48,712.92,986.58,8.60,43.93
2000,Colorado,CO,75-84,Female,1697.2,48.69,65.51,234.55,11.91,1015.19,711.15,985.37,8.60,43.82
2000,Colorado,CO,55-64,Male,287.3,48.69,65.51,238.29,12.15,1022.45,721.09,992.15,8.60,44.19
2000,Colorado,CO,65-74,Female,540.4,48.69,65.51,241.67,12.37,1029.03,730.08,998.29,8.60,44.66
2000,Colorado,CO,45-54,Male,103.1,48.69,65.51,229.76,11.59,1005.86,698.4,976.67,8.60,43.55
2000,Colorado,CO,55-64,Female,144,48.69,65.51,214.45,10.6,976.08,657.66,948.88,8.60,41.55
2000,Colorado,CO,65-74,Male,814,48.69,65.51,251.25,12.99,1047.67,755.57,1015.68,8.60,44.79
2000,Colorado,CO,85+,Male,7348.3,48.68,65.51,354.44,19.7,1248.36,1030.04,1202.96,8.60,56.18
2000,Connecticut,CT,75-84,Male,2706.1,48.68,65.51,442.15,25.4,1418.96,1263.35,1362.16,6.80,67
2000,Connecticut,CT,55-64,Male,362.8,48.68,65.51,455.38,26.26,1444.68,1298.54,1386.17,6.80,69.37
2000,Connecticut,CT,85+,Female,7229,48.68,65.51,435.88,24.99,1406.77,1246.69,1350.79,6.80,67.21
2000,Connecticut,CT,55-64,Female,155.7,48.68,65.51,430.49,24.64,1396.29,1232.35,1341,6.80,66.34
2000,Connecticut,CT,45-54,Female,53.9,48.68,65.51,435.55,24.97,1406.12,1245.79,1350.18,6.80,66.88
2000,Connecticut,CT,85+,Male,8002.5,48.68,65.51,437.53,25.1,1409.97,1251.07,1353.78,6.80,67.18
2000,Connecticut,CT,45-54,Male,138.8,48.68,65.51,436.27,25.02,1407.52,1247.71,1351.49,6.80,67.05
2000,Connecticut,CT,75-84,Female,1824.5,48.68,65.51,435.58,24.97,1406.2,1245.9,1350.25,6.80,66.95
2000,Connecticut,CT,65-74,Male,1045.2,48.68,65.52,435.89,24.99,1406.78,1246.7,1350.79,6.80,66.98
2000,Connecticut,CT,35-44,Male,40.7,48.68,65.52,436.11,25.01,1407.2,1247.27,1351.19,6.80,67.01
2000,Connecticut,CT,35-44,Female,22.3,48.68,65.52,436.04,25,1407.07,1247.09,1351.07,6.80,67.01
2000,Connecticut,CT,65-74,Female,516.6,48.68,65.52,435.97,25,1406.98,1247,1350.97,6.80,66.99
2000,Delaware,DE,35-44,Male,57.4,48.67,65.52,435.98,25,1407.02,1247.08,1351,7.30,66.99
2000,Delaware,DE,75-84,Female,1945.8,48.67,65.52,436.02,25,1406.92,1246.8,1350.96,7.30,67.01
2000,Delaware,DE,85+,Female,8409,48.67,65.52,436.04,25,1406.8,1246.55,1350.9,7.30,67.02
2000,Delaware,DE,85+,Male,8305.1,48.67,65.52,435.96,25,1407.28,1247.61,1351.14,7.30,66.98
2000,Delaware,DE,45-54,Male,157.1,48.67,65.52,435.88,25,1407.8,1248.77,1351.4,7.30,66.92
2000,Delaware,DE,35-44,Female,33.9,48.67,65.52,436.11,25,1406.27,1245.39,1350.64,7.30,67.04
2000,Delaware,DE,55-64,Male,438.4,48.67,65.52,436.44,25.01,1403.98,1240.34,1349.49,7.30,67.29
2000,Delaware,DE,75-84,Male,3072.6,48.67,65.52,435.77,25,1408.59,1250.51,1351.8,7.30,66.95
2000,Delaware,DE,65-74,Male,1037.7,48.67,65.52,434.39,24.97,1418.06,1271.38,1356.54,7.30,65.98
2000,Delaware,DE,45-54,Female,72.6,48.67,65.52,436.3,25.01,1404.91,1242.4,1349.95,7.30,66.85
2000,Delaware,DE,55-64,Female,213.2,48.66,65.53,441.76,25.1,1367.49,1159.89,1331.19,7.30,70.56
2000,Delaware,DE,65-74,Female,516.5,48.66,65.53,436.69,25.01,1402.23,1236.49,1348.61,7.30,68.58
2000,District of Columbia,DC,45-54,Male,257.4,48.66,65.53,410.52,24.55,1581.79,1632.34,1438.62,9.80,52.47
2000,District of Columbia,DC,65-74,Female,946.4,48.66,65.53,381.81,24.05,1778.72,2066.49,1537.33,9.80,32.61
2000,District of Columbia,DC,55-64,Female,362.2,48.66,65.53,372.87,23.89,1840.02,2201.64,1568.06,9.80,24.92
2000,District of Columbia,DC,35-44,Female,66.4,48.66,65.53,377.65,23.98,1807.28,2129.46,1551.65,9.80,27.62
2000,District of Columbia,DC,55-64,Male,642.4,48.66,65.53,380.64,24.03,1786.74,2084.18,1541.36,9.80,30.06
2000,District of Columbia,DC,35-44,Male,79.5,48.66,65.53,379.53,24.01,1794.34,2100.92,1545.16,9.80,29.49
2000,District of Columbia,DC,75-84,Female,1995.4,48.66,65.53,378.57,23.99,1800.93,2115.47,1548.47,9.80,28.73
2000,District of Columbia,DC,75-84,Male,3027.6,48.65,65.53,378.81,24,1799.31,2111.88,1547.66,9.80,28.84
2000,District of Columbia,DC,65-74,Male,1330.9,48.65,65.53,379.11,24,1797.26,2107.37,1546.63,9.80,29.06
2000,District of Columbia,DC,45-54,Female,130.2,48.65,65.53,379.06,24,1797.56,2108.03,1546.78,9.80,29.05
2000,District of Columbia,DC,85+,Male,7800.2,48.65,65.54,378.98,24,1798.18,2109.41,1547.09,9.80,28.99
2000,District of Columbia,DC,85+,Female,7463.4,48.65,65.54,378.98,24,1798.15,2109.35,1547.08,9.80,28.98
2000,Florida,FL,55-64,Female,182.1,48.65,65.54,379,24,1797.95,2108.86,1546.97,12.20,29
2000,Florida,FL,65-74,Female,535.6,48.65,65.54,378.99,24,1797.91,2108.74,1546.94,12.20,29.01
2000,Florida,FL,65-74,Male,962.7,48.65,65.54,379.01,24,1798.04,2109.13,1547.03,12.20,29
2000,Florida,FL,55-64,Male,425.1,48.64,65.54,379.05,24,1798.17,2109.63,1547.16,12.20,28.98
2000,Florida,FL,45-54,Female,66.2,48.64,65.54,378.98,24,1797.94,2108.78,1546.94,12.20,29
2000,Florida,FL,85+,Male,7754.1,48.64,65.54,378.8,23.99,1797.42,2106.83,1546.45,12.20,29.08
2000,Florida,FL,85+,Female,7436.8,48.64,65.54,379.01,24,1798.02,2109.09,1547.02,12.20,29.02
2000,Florida,FL,75-84,Male,2521.7,48.64,65.54,379.7,24.05,1800.05,2116.63,1548.93,12.20,28.72
2000,Florida,FL,45-54,Male,183.5,48.64,65.55,379.18,24.01,1798.53,2110.97,1547.5,12.20,28.84
2000,Florida,FL,35-44,Male,51.5,48.64,65.55,376.59,23.83,1790.92,2082.66,1540.33,12.20,29.93
2000,Florida,FL,75-84,Female,1755,48.63,65.55,377.68,23.91,1794.11,2094.54,1543.34,12.20,29.83
2000,Florida,FL,35-44,Female,24.4,48.63,65.55,387.11,24.57,1821.85,2197.67,1569.45,12.20,25.97
2000,Georgia,GA,35-44,Female,35.6,48.63,65.55,385.88,24.49,1818.24,2184.24,1566.05,11.60,25.28
2000,Georgia,GA,45-54,Male,218.7,48.63,65.55,348.82,21.87,1709.28,1779.13,1463.47,11.60,39.41
2000,Georgia,GA,45-54,Female,97.7,48.63,65.55,295.62,18.1,1552.92,1197.73,1316.24,11.60,62.73
2000,Georgia,GA,35-44,Male,68.3,48.63,65.55,269.91,16.29,1477.35,916.74,1245.08,11.60,75.97
2000,Georgia,GA,65-74,Male,1323.9,48.63,65.55,274.86,16.64,1491.89,970.83,1258.78,11.60,74.79
2000,Georgia,GA,85+,Female,7802.2,48.62,65.56,282.49,17.18,1514.32,1054.21,1279.89,11.60,71.08
